site,date,pct_cover,nms,sp
Otter Harbor,2007-01-17,0,CINMS,OTHBAR
Otter Harbor,2007-05-20,0,CINMS,OTHBAR
Otter Harbor,2008-01-19,0,CINMS,OTHBAR
Otter Harbor,2008-05-10,0,CINMS,OTHBAR
Otter Harbor,2009-01-22,0,CINMS,OTHBAR
Otter Harbor,2009-04-04,0,CINMS,OTHBAR
Otter Harbor,2009-11-13,0,CINMS,OTHBAR
Otter Harbor,2010-04-21,0,CINMS,OTHBAR
Otter Harbor,2010-12-04,0,CINMS,OTHBAR
Otter Harbor,2011-12-07,0,CINMS,OTHBAR
Otter Harbor,2012-03-19,0,CINMS,OTHBAR
Otter Harbor,2013-01-08,0,CINMS,OTHBAR
Otter Harbor,2013-03-08,0,CINMS,OTHBAR
Prisoners Harbor,2002-11-05,0,CINMS,OTHBAR
Prisoners Harbor,2003-03-24,0,CINMS,OTHBAR
Prisoners Harbor,2003-12-05,0,CINMS,OTHBAR
Prisoners Harbor,2004-03-29,0,CINMS,OTHBAR
Prisoners Harbor,2004-11-11,0,CINMS,OTHBAR
Prisoners Harbor,2005-03-07,0,CINMS,OTHBAR
Prisoners Harbor,2005-10-14,0,CINMS,OTHBAR
Prisoners Harbor,2006-12-17,0,CINMS,OTHBAR
Prisoners Harbor,2007-03-25,0,CINMS,OTHBAR
Prisoners Harbor,2008-03-17,0,CINMS,OTHBAR
Prisoners Harbor,2008-12-09,0,CINMS,OTHBAR
Prisoners Harbor,2009-04-30,0,CINMS,OTHBAR
Prisoners Harbor,2009-11-01,0,CINMS,OTHBAR
Prisoners Harbor,2010-03-23,0,CINMS,OTHBAR
Prisoners Harbor,2010-11-17,0,CINMS,OTHBAR
Prisoners Harbor,2012-01-06,0,CINMS,OTHBAR
Prisoners Harbor,2012-05-12,0,CINMS,OTHBAR
Prisoners Harbor,2012-12-09,0,CINMS,OTHBAR
Prisoners Harbor,2013-03-22,0,CINMS,OTHBAR
Prisoners Harbor,2013-10-31,0,CINMS,OTHBAR
S Frenchys Cove,2003-01-27,0,CINMS,OTHBAR
S Frenchys Cove,2003-05-20,0,CINMS,OTHBAR
S Frenchys Cove,2004-01-19,0,CINMS,OTHBAR
S Frenchys Cove,2004-06-07,0,CINMS,OTHBAR
S Frenchys Cove,2005-01-23,0,CINMS,OTHBAR
S Frenchys Cove,2005-06-24,0,CINMS,OTHBAR
S Frenchys Cove,2005-12-14,0,CINMS,OTHBAR
S Frenchys Cove,2006-03-28,0,CINMS,OTHBAR
S Frenchys Cove,2006-11-22,0,CINMS,OTHBAR
S Frenchys Cove,2007-03-17,0,CINMS,OTHBAR
S Frenchys Cove,2007-12-21,0,CINMS,OTHBAR
S Frenchys Cove,2008-03-03,0,CINMS,OTHBAR
S Frenchys Cove,2008-11-11,0,CINMS,OTHBAR
S Frenchys Cove,2009-03-09,0,CINMS,OTHBAR
S Frenchys Cove,2009-12-02,0,CINMS,OTHBAR
S Frenchys Cove,2010-03-12,0,CINMS,OTHBAR
S Frenchys Cove,2010-11-05,0,CINMS,OTHBAR
S Frenchys Cove,2011-11-23,0,CINMS,OTHBAR
S Frenchys Cove,2012-04-23,0,CINMS,OTHBAR
S Frenchys Cove,2012-11-25,0,CINMS,OTHBAR
S Frenchys Cove,2013-05-04,0,CINMS,OTHBAR
S Frenchys Cove,2013-12-16,0,CINMS,OTHBAR
Scorpion Rock,2003-01-31,0,CINMS,OTHBAR
Scorpion Rock,2003-05-22,0,CINMS,OTHBAR
Scorpion Rock,2003-12-19,0,CINMS,OTHBAR
Scorpion Rock,2004-03-16,0,CINMS,OTHBAR
Scorpion Rock,2005-01-08,0,CINMS,OTHBAR
Scorpion Rock,2005-04-19,0,CINMS,OTHBAR
Scorpion Rock,2006-03-25,0,CINMS,OTHBAR
Scorpion Rock,2007-03-14,0,CINMS,OTHBAR
Scorpion Rock,2008-03-06,0,CINMS,OTHBAR
Scorpion Rock,2008-11-25,0,CINMS,OTHBAR
Scorpion Rock,2009-12-01,0,CINMS,OTHBAR
Scorpion Rock,2010-03-28,0,CINMS,OTHBAR
Scorpion Rock,2010-12-03,0,CINMS,OTHBAR
Scorpion Rock,2011-11-22,0,CINMS,OTHBAR
Scorpion Rock,2012-10-28,0,CINMS,OTHBAR
Scorpion Rock,2012-10-29,0,CINMS,OTHBAR
Scorpion Rock,2013-04-19,0,CINMS,OTHBAR
Scorpion Rock,2013-12-13,0,CINMS,OTHBAR
Sea Lion Rookery,2002-11-20,0,CINMS,OTHBAR
Sea Lion Rookery,2003-10-25,0,CINMS,OTHBAR
Sea Lion Rookery,2004-11-11,0,CINMS,OTHBAR
Sea Lion Rookery,2004-11-12,0,CINMS,OTHBAR
Sea Lion Rookery,2006-11-04,0,CINMS,OTHBAR
Sea Lion Rookery,2007-10-26,0,CINMS,OTHBAR
Sea Lion Rookery,2008-10-16,0,CINMS,OTHBAR
Sea Lion Rookery,2009-10-16,0,CINMS,OTHBAR
Sea Lion Rookery,2010-10-07,0,CINMS,OTHBAR
Sea Lion Rookery,2011-10-24,0.15,CINMS,OTHBAR
Sea Lion Rookery,2012-11-13,0,CINMS,OTHBAR
Sea Lion Rookery,2013-10-19,0,CINMS,OTHBAR
Trailer,2002-11-02,0,CINMS,OTHBAR
Trailer,2003-03-25,0,CINMS,OTHBAR
Trailer,2003-12-09,0,CINMS,OTHBAR
Trailer,2004-04-01,0,CINMS,OTHBAR
Trailer,2004-11-13,0,CINMS,OTHBAR
Trailer,2005-03-09,0,CINMS,OTHBAR
Trailer,2005-10-15,0,CINMS,OTHBAR
Trailer,2006-12-19,0,CINMS,OTHBAR
Trailer,2007-03-27,0,CINMS,OTHBAR
Trailer,2008-03-19,0,CINMS,OTHBAR
Trailer,2008-12-11,0,CINMS,OTHBAR
Trailer,2009-04-27,0,CINMS,OTHBAR
Trailer,2009-11-04,0,CINMS,OTHBAR
Trailer,2010-03-26,0,CINMS,OTHBAR
Trailer,2010-11-18,0,CINMS,OTHBAR
Trailer,2012-01-08,0,CINMS,OTHBAR
Trailer,2012-05-09,0,CINMS,OTHBAR
Trailer,2012-12-10,0,CINMS,OTHBAR
Trailer,2013-03-24,1.5714285714285714,CINMS,OTHBAR
Trailer,2013-11-01,0,CINMS,OTHBAR
Willows Anchorage,2002-11-04,0,CINMS,OTHBAR
Willows Anchorage,2003-03-27,0,CINMS,OTHBAR
Willows Anchorage,2003-12-07,0,CINMS,OTHBAR
Willows Anchorage,2004-03-30,0,CINMS,OTHBAR
Willows Anchorage,2004-11-14,0,CINMS,OTHBAR
Willows Anchorage,2005-03-10,0,CINMS,OTHBAR
Willows Anchorage,2005-10-16,0,CINMS,OTHBAR
Willows Anchorage,2006-12-20,0,CINMS,OTHBAR
Willows Anchorage,2007-03-28,0,CINMS,OTHBAR
Willows Anchorage,2008-03-18,0,CINMS,OTHBAR
Willows Anchorage,2008-12-11,0,CINMS,OTHBAR
Willows Anchorage,2009-04-29,0,CINMS,OTHBAR
Willows Anchorage,2009-11-02,0,CINMS,OTHBAR
Willows Anchorage,2010-03-25,0,CINMS,OTHBAR
Willows Anchorage,2010-11-22,0,CINMS,OTHBAR
Willows Anchorage,2012-01-07,0,CINMS,OTHBAR
Willows Anchorage,2012-05-11,0,CINMS,OTHBAR
Willows Anchorage,2012-12-12,0,CINMS,OTHBAR
Willows Anchorage,2013-03-23,0.1,CINMS,OTHBAR
Willows Anchorage,2013-11-03,0,CINMS,OTHBAR
CINMS,2002-06-15,0,CINMS,OTHBAR
CINMS,2003-06-15,0,CINMS,OTHBAR
CINMS,2004-06-15,0,CINMS,OTHBAR
CINMS,2005-06-15,0.002777777777777778,CINMS,OTHBAR
CINMS,2006-06-15,0,CINMS,OTHBAR
CINMS,2007-06-15,0,CINMS,OTHBAR
CINMS,2008-06-15,0.002564102564102564,CINMS,OTHBAR
CINMS,2009-06-15,0,CINMS,OTHBAR
CINMS,2010-06-15,0,CINMS,OTHBAR
CINMS,2011-06-15,0.008823529411764706,CINMS,OTHBAR
CINMS,2012-06-15,0,CINMS,OTHBAR
CINMS,2013-06-15,0.04178571428571429,CINMS,OTHBAR
Cat Rock,2003-01-28,0,CINMS,OTHBRO
Cat Rock,2003-05-21,0,CINMS,OTHBRO
Cat Rock,2004-01-20,0,CINMS,OTHBRO
Cat Rock,2005-01-24,0,CINMS,OTHBRO
Cat Rock,2005-06-24,0,CINMS,OTHBRO
Cat Rock,2005-12-11,0,CINMS,OTHBRO
Cat Rock,2006-11-20,0,CINMS,OTHBRO
Cat Rock,2007-12-21,0,CINMS,OTHBRO
Cat Rock,2008-03-05,0,CINMS,OTHBRO
Cat Rock,2008-11-11,0,CINMS,OTHBRO
Cat Rock,2009-11-30,0,CINMS,OTHBRO
Cat Rock,2010-03-11,0,CINMS,OTHBRO
Cat Rock,2010-11-04,0,CINMS,OTHBRO
Cat Rock,2011-12-21,0,CINMS,OTHBRO
Cat Rock,2012-11-26,0,CINMS,OTHBRO
Cat Rock,2013-05-04,0,CINMS,OTHBRO
Cat Rock,2013-12-16,0,CINMS,OTHBRO
Cat Rock,2014-11-04,0,CINMS,OTHBRO
Cat Rock,2015-11-11,0,CINMS,OTHBRO
Crook Point,2003-01-14,0,CINMS,OTHBRO
Crook Point,2003-04-11,0,CINMS,OTHBRO
Crook Point,2004-01-07,0,CINMS,OTHBRO
Crook Point,2004-05-09,0,CINMS,OTHBRO
Crook Point,2005-01-23,0,CINMS,OTHBRO
Crook Point,2005-04-30,0,CINMS,OTHBRO
Crook Point,2006-01-25,0.05,CINMS,OTHBRO
Crook Point,2007-01-19,0,CINMS,OTHBRO
Crook Point,2007-05-19,0,CINMS,OTHBRO
Crook Point,2008-01-20,0,CINMS,OTHBRO
Crook Point,2008-05-09,0,CINMS,OTHBRO
Crook Point,2009-01-21,0,CINMS,OTHBRO
Crook Point,2009-04-05,0,CINMS,OTHBRO
Crook Point,2009-11-14,0,CINMS,OTHBRO
Crook Point,2010-04-20,0.1,CINMS,OTHBRO
Crook Point,2010-12-06,0,CINMS,OTHBRO
Crook Point,2011-12-08,0,CINMS,OTHBRO
Crook Point,2012-03-15,0.1,CINMS,OTHBRO
Crook Point,2013-01-09,0.1,CINMS,OTHBRO
Crook Point,2013-03-09,0,CINMS,OTHBRO
Crook Point,2014-01-15,0,CINMS,OTHBRO
Crook Point,2014-03-26,0,CINMS,OTHBRO
Crook Point,2014-12-05,0,CINMS,OTHBRO
Cuyler Harbor,2002-12-31,0,CINMS,OTHBRO
Cuyler Harbor,2003-04-13,0,CINMS,OTHBRO
Cuyler Harbor,2004-01-08,0,CINMS,OTHBRO
Cuyler Harbor,2004-05-07,0,CINMS,OTHBRO
Cuyler Harbor,2005-01-24,0,CINMS,OTHBRO
Cuyler Harbor,2005-04-28,0,CINMS,OTHBRO
Cuyler Harbor,2006-01-28,0,CINMS,OTHBRO
Cuyler Harbor,2007-01-16,0,CINMS,OTHBRO
Cuyler Harbor,2007-05-21,0,CINMS,OTHBRO
Cuyler Harbor,2008-01-18,0,CINMS,OTHBRO
Cuyler Harbor,2008-05-07,0,CINMS,OTHBRO
Cuyler Harbor,2009-01-20,0,CINMS,OTHBRO
Cuyler Harbor,2009-04-06,0,CINMS,OTHBRO
Cuyler Harbor,2009-11-16,0,CINMS,OTHBRO
Cuyler Harbor,2010-04-18,0,CINMS,OTHBRO
Cuyler Harbor,2010-12-07,0,CINMS,OTHBRO
Cuyler Harbor,2011-12-10,0,CINMS,OTHBRO
Cuyler Harbor,2012-03-14,0,CINMS,OTHBRO
Cuyler Harbor,2013-01-11,0,CINMS,OTHBRO
Cuyler Harbor,2013-03-11,0,CINMS,OTHBRO
Cuyler Harbor,2014-01-17,0,CINMS,OTHBRO
Cuyler Harbor,2014-03-27,0,CINMS,OTHBRO
Cuyler Harbor,2014-12-03,0,CINMS,OTHBRO
East Point,2002-12-04,0,CINMS,OTHBRO
East Point,2003-03-16,0,CINMS,OTHBRO
East Point,2003-11-22,0,CINMS,OTHBRO
East Point,2004-04-09,0,CINMS,OTHBRO
East Point,2004-12-09,0,CINMS,OTHBRO
East Point,2005-05-28,0,CINMS,OTHBRO
East Point,2006-01-15,0,CINMS,OTHBRO
East Point,2006-12-03,0.04,CINMS,OTHBRO
East Point,2007-04-11,0,CINMS,OTHBRO
East Point,2008-01-03,0,CINMS,OTHBRO
East Point,2008-04-10,0,CINMS,OTHBRO
East Point,2009-01-07,0,CINMS,OTHBRO
East Point,2009-05-28,0,CINMS,OTHBRO
East Point,2010-01-13,0,CINMS,OTHBRO
East Point,2011-03-16,0,CINMS,OTHBRO
East Point,2012-01-20,0,CINMS,OTHBRO
East Point,2012-04-12,0,CINMS,OTHBRO
East Point,2013-01-26,0.84,CINMS,OTHBRO
East Point,2013-04-06,0,CINMS,OTHBRO
East Point,2013-11-15,0,CINMS,OTHBRO
East Point,2014-03-16,0,CINMS,OTHBRO
East Point,2015-04-15,0,CINMS,OTHBRO
East Point,2015-11-25,0,CINMS,OTHBRO
Ford Point,2002-12-05,0,CINMS,OTHBRO
Ford Point,2003-03-18,0,CINMS,OTHBRO
Ford Point,2003-11-25,0,CINMS,OTHBRO
Ford Point,2004-04-10,0,CINMS,OTHBRO
Ford Point,2004-12-14,0,CINMS,OTHBRO
Ford Point,2005-05-26,0,CINMS,OTHBRO
Ford Point,2006-01-14,0,CINMS,OTHBRO
Ford Point,2006-11-30,0,CINMS,OTHBRO
Ford Point,2007-04-15,0,CINMS,OTHBRO
Ford Point,2008-01-03,0,CINMS,OTHBRO
Ford Point,2008-04-12,0,CINMS,OTHBRO
Ford Point,2009-01-10,0,CINMS,OTHBRO
Ford Point,2009-05-27,0,CINMS,OTHBRO
Ford Point,2010-01-12,0,CINMS,OTHBRO
Ford Point,2011-03-15,0,CINMS,OTHBRO
Ford Point,2012-01-22,0,CINMS,OTHBRO
Ford Point,2012-05-23,0,CINMS,OTHBRO
Ford Point,2013-01-27,0,CINMS,OTHBRO
Ford Point,2013-04-07,0,CINMS,OTHBRO
Ford Point,2013-11-17,0,CINMS,OTHBRO
Ford Point,2014-03-12,0,CINMS,OTHBRO
Ford Point,2015-04-18,0,CINMS,OTHBRO
Ford Point,2015-11-28,0,CINMS,OTHBRO
Fossil Reef,2002-12-03,0,CINMS,OTHBRO
Fossil Reef,2003-03-13,0,CINMS,OTHBRO
Fossil Reef,2003-11-23,0,CINMS,OTHBRO
Fossil Reef,2004-04-13,0,CINMS,OTHBRO
Fossil Reef,2004-12-12,0,CINMS,OTHBRO
Fossil Reef,2005-05-30,0,CINMS,OTHBRO
Fossil Reef,2006-01-12,0,CINMS,OTHBRO
Fossil Reef,2006-12-01,0,CINMS,OTHBRO
Fossil Reef,2007-04-13,0,CINMS,OTHBRO
Fossil Reef,2008-04-13,0,CINMS,OTHBRO
Fossil Reef,2009-01-09,0,CINMS,OTHBRO
Fossil Reef,2009-05-30,0.05,CINMS,OTHBRO
Fossil Reef,2010-01-15,0,CINMS,OTHBRO
Fossil Reef,2011-03-18,0,CINMS,OTHBRO
Fossil Reef,2012-01-18,0,CINMS,OTHBRO
Fossil Reef,2012-04-15,0,CINMS,OTHBRO
Fossil Reef,2013-04-04,0,CINMS,OTHBRO
Fossil Reef,2013-11-14,0,CINMS,OTHBRO
Fossil Reef,2014-03-15,0,CINMS,OTHBRO
Fossil Reef,2015-04-17,0,CINMS,OTHBRO
Fossil Reef,2015-11-26,0,CINMS,OTHBRO
Fraser Cove,2002-11-03,0,CINMS,OTHBRO
Fraser Cove,2003-03-26,0,CINMS,OTHBRO
Fraser Cove,2003-12-08,0.05714285714285714,CINMS,OTHBRO
Fraser Cove,2004-03-31,0,CINMS,OTHBRO
Fraser Cove,2004-11-12,0,CINMS,OTHBRO
Fraser Cove,2005-03-08,0,CINMS,OTHBRO
Fraser Cove,2005-10-15,0.02857142857142857,CINMS,OTHBRO
Fraser Cove,2006-12-19,0,CINMS,OTHBRO
Fraser Cove,2007-03-26,0.05405405405405406,CINMS,OTHBRO
Fraser Cove,2008-03-20,0,CINMS,OTHBRO
Fraser Cove,2008-12-11,0,CINMS,OTHBRO
Fraser Cove,2009-04-28,0,CINMS,OTHBRO
Fraser Cove,2009-11-03,0,CINMS,OTHBRO
Fraser Cove,2010-03-24,0,CINMS,OTHBRO
Fraser Cove,2010-11-19,0,CINMS,OTHBRO
Fraser Cove,2012-01-09,0,CINMS,OTHBRO
Fraser Cove,2012-05-10,0,CINMS,OTHBRO
Fraser Cove,2012-12-11,0,CINMS,OTHBRO
Fraser Cove,2013-03-25,0.02857142857142857,CINMS,OTHBRO
Fraser Cove,2013-11-02,0,CINMS,OTHBRO
Fraser Cove,2014-04-09,0,CINMS,OTHBRO
Fraser Cove,2014-11-21,0,CINMS,OTHBRO
Fraser Cove,2016-01-21,0,CINMS,OTHBRO
Harris Point,2003-01-16,0,CINMS,OTHBRO
Harris Point,2003-04-13,0,CINMS,OTHBRO
Harris Point,2004-01-05,0,CINMS,OTHBRO
Harris Point,2004-05-08,0,CINMS,OTHBRO
Harris Point,2005-01-22,0,CINMS,OTHBRO
Harris Point,2005-04-29,0,CINMS,OTHBRO
Harris Point,2006-01-27,0,CINMS,OTHBRO
Harris Point,2007-01-18,0.08,CINMS,OTHBRO
Harris Point,2007-05-18,0,CINMS,OTHBRO
Harris Point,2008-01-21,0,CINMS,OTHBRO
Harris Point,2008-05-08,0,CINMS,OTHBRO
Harris Point,2009-01-23,0,CINMS,OTHBRO
Harris Point,2009-04-03,0,CINMS,OTHBRO
Harris Point,2009-11-15,0,CINMS,OTHBRO
Harris Point,2010-04-19,0,CINMS,OTHBRO
Harris Point,2010-12-05,0,CINMS,OTHBRO
Harris Point,2011-12-12,0,CINMS,OTHBRO
Harris Point,2012-03-16,0,CINMS,OTHBRO
Harris Point,2013-01-10,0,CINMS,OTHBRO
Harris Point,2013-03-10,0,CINMS,OTHBRO
Harris Point,2014-01-16,0,CINMS,OTHBRO
Harris Point,2014-03-28,0,CINMS,OTHBRO
Harris Point,2014-12-06,0,CINMS,OTHBRO
Johnsons Lee,2002-12-01,0,CINMS,OTHBRO
Johnsons Lee,2003-03-17,0,CINMS,OTHBRO
Johnsons Lee,2003-11-24,0,CINMS,OTHBRO
Johnsons Lee,2004-04-11,0,CINMS,OTHBRO
Johnsons Lee,2004-12-11,0,CINMS,OTHBRO
Johnsons Lee,2005-05-27,0,CINMS,OTHBRO
Johnsons Lee,2006-01-10,0.06666666666666667,CINMS,OTHBRO
Johnsons Lee,2006-12-04,0,CINMS,OTHBRO
Johnsons Lee,2007-04-12,0,CINMS,OTHBRO
Johnsons Lee,2008-01-03,0,CINMS,OTHBRO
Johnsons Lee,2008-04-09,0,CINMS,OTHBRO
Johnsons Lee,2009-01-11,0,CINMS,OTHBRO
Johnsons Lee,2009-05-26,0,CINMS,OTHBRO
Johnsons Lee,2010-01-11,0,CINMS,OTHBRO
Johnsons Lee,2011-03-14,0,CINMS,OTHBRO
Johnsons Lee,2012-01-17,0,CINMS,OTHBRO
Johnsons Lee,2012-04-16,0,CINMS,OTHBRO
Johnsons Lee,2013-01-22,0,CINMS,OTHBRO
Johnsons Lee,2013-04-03,0,CINMS,OTHBRO
Johnsons Lee,2013-11-16,0,CINMS,OTHBRO
Johnsons Lee,2014-03-14,0,CINMS,OTHBRO
Johnsons Lee,2015-04-14,0,CINMS,OTHBRO
Johnsons Lee,2015-11-24,0,CINMS,OTHBRO
Landing Cove,2002-11-19,0,CINMS,OTHBRO
Landing Cove,2002-11-21,0.1,CINMS,OTHBRO
Landing Cove,2003-10-24,0.05,CINMS,OTHBRO
Landing Cove,2004-11-10,0,CINMS,OTHBRO
Landing Cove,2005-11-11,0,CINMS,OTHBRO
Landing Cove,2006-11-02,0,CINMS,OTHBRO
Landing Cove,2007-10-25,0,CINMS,OTHBRO
Landing Cove,2007-10-27,0,CINMS,OTHBRO
Landing Cove,2008-10-15,0,CINMS,OTHBRO
Landing Cove,2008-10-17,0,CINMS,OTHBRO
Landing Cove,2009-10-15,0.05,CINMS,OTHBRO
Landing Cove,2010-10-06,0,CINMS,OTHBRO
Landing Cove,2010-10-08,0.2,CINMS,OTHBRO
Landing Cove,2011-10-23,0,CINMS,OTHBRO
Landing Cove,2012-11-12,0,CINMS,OTHBRO
Landing Cove,2013-10-18,0,CINMS,OTHBRO
Landing Cove,2015-01-28,0,CINMS,OTHBRO
Middle East,2003-01-29,0,CINMS,OTHBRO
Middle East,2003-04-24,0,CINMS,OTHBRO
Middle East,2004-01-21,0,CINMS,OTHBRO
Middle East,2005-01-06,0,CINMS,OTHBRO
Middle East,2005-12-13,0,CINMS,OTHBRO
Middle East,2006-03-26,0,CINMS,OTHBRO
Middle East,2006-11-21,0,CINMS,OTHBRO
Middle East,2007-03-16,0,CINMS,OTHBRO
Middle East,2007-12-20,0,CINMS,OTHBRO
Middle East,2008-03-04,0,CINMS,OTHBRO
Middle East,2008-11-12,0,CINMS,OTHBRO
Middle East,2009-03-08,0,CINMS,OTHBRO
Middle East,2009-12-15,0,CINMS,OTHBRO
Middle East,2010-03-12,0,CINMS,OTHBRO
Middle East,2010-12-02,0,CINMS,OTHBRO
Middle East,2012-04-25,0,CINMS,OTHBRO
Middle West,2003-01-29,0,CINMS,OTHBRO
Middle West,2003-04-24,0,CINMS,OTHBRO
Middle West,2004-01-21,0,CINMS,OTHBRO
Middle West,2005-01-06,0,CINMS,OTHBRO
Middle West,2005-06-23,0,CINMS,OTHBRO
Middle West,2005-12-13,0,CINMS,OTHBRO
Middle West,2006-03-26,0,CINMS,OTHBRO
Middle West,2006-11-21,0,CINMS,OTHBRO
Middle West,2007-03-16,0,CINMS,OTHBRO
Middle West,2007-12-20,0,CINMS,OTHBRO
Middle West,2008-03-04,0,CINMS,OTHBRO
Middle West,2008-11-12,0,CINMS,OTHBRO
Middle West,2009-03-08,0.05,CINMS,OTHBRO
Middle West,2009-12-15,0,CINMS,OTHBRO
Middle West,2010-03-12,0,CINMS,OTHBRO
Middle West,2010-12-02,0,CINMS,OTHBRO
Middle West,2011-03-30,0,CINMS,OTHBRO
Middle West,2012-04-24,0.1,CINMS,OTHBRO
Middle West,2012-11-27,0,CINMS,OTHBRO
Middle West,2013-05-03,0.15,CINMS,OTHBRO
Middle West,2013-12-02,0,CINMS,OTHBRO
Middle West,2014-11-05,0.1,CINMS,OTHBRO
Middle West,2015-11-12,0.1,CINMS,OTHBRO
NW Talcott,2002-12-02,0,CINMS,OTHBRO
NW Talcott,2003-03-14,0.047619047619047616,CINMS,OTHBRO
NW Talcott,2003-11-21,0,CINMS,OTHBRO
NW Talcott,2004-04-12,0.14285714285714285,CINMS,OTHBRO
NW Talcott,2004-12-13,0,CINMS,OTHBRO
NW Talcott,2005-05-29,0,CINMS,OTHBRO
NW Talcott,2006-01-11,0,CINMS,OTHBRO
NW Talcott,2006-12-02,0,CINMS,OTHBRO
NW Talcott,2007-04-13,1,CINMS,OTHBRO
NW Talcott,2007-04-14,0,CINMS,OTHBRO
NW Talcott,2008-04-11,0.09523809523809523,CINMS,OTHBRO
NW Talcott,2009-01-08,0.19047619047619047,CINMS,OTHBRO
NW Talcott,2009-05-29,0.13636363636363635,CINMS,OTHBRO
NW Talcott,2010-01-14,0.09523809523809523,CINMS,OTHBRO
NW Talcott,2011-03-17,0,CINMS,OTHBRO
NW Talcott,2012-01-19,0,CINMS,OTHBRO
NW Talcott,2012-05-24,0,CINMS,OTHBRO
NW Talcott,2013-01-23,0,CINMS,OTHBRO
NW Talcott,2013-04-05,0.2692307692307692,CINMS,OTHBRO
NW Talcott,2013-11-13,0,CINMS,OTHBRO
NW Talcott,2014-03-13,0,CINMS,OTHBRO
NW Talcott,2015-04-16,0,CINMS,OTHBRO
NW Talcott,2015-11-27,0,CINMS,OTHBRO
Orizaba Cove,2003-01-30,0,CINMS,OTHBRO
Orizaba Cove,2003-05-19,0,CINMS,OTHBRO
Orizaba Cove,2004-01-22,0,CINMS,OTHBRO
Orizaba Cove,2005-12-01,0,CINMS,OTHBRO
Orizaba Cove,2006-03-27,0,CINMS,OTHBRO
Orizaba Cove,2007-01-03,0,CINMS,OTHBRO
Orizaba Cove,2007-03-15,0.32,CINMS,OTHBRO
Orizaba Cove,2007-12-22,0,CINMS,OTHBRO
Orizaba Cove,2008-03-07,0,CINMS,OTHBRO
Orizaba Cove,2008-11-26,0,CINMS,OTHBRO
Orizaba Cove,2009-03-07,0,CINMS,OTHBRO
Orizaba Cove,2009-12-14,0,CINMS,OTHBRO
Orizaba Cove,2010-11-03,0,CINMS,OTHBRO
Orizaba Cove,2011-03-31,0,CINMS,OTHBRO
Orizaba Cove,2011-12-20,0,CINMS,OTHBRO
Orizaba Cove,2014-11-19,0,CINMS,OTHBRO
Otter Harbor,2003-01-15,0.8,CINMS,OTHBRO
Otter Harbor,2003-04-12,0,CINMS,OTHBRO
Otter Harbor,2004-01-06,0,CINMS,OTHBRO
Otter Harbor,2004-05-10,0,CINMS,OTHBRO
Otter Harbor,2005-01-21,0,CINMS,OTHBRO
Otter Harbor,2005-05-01,0,CINMS,OTHBRO
Otter Harbor,2006-01-26,0,CINMS,OTHBRO
Otter Harbor,2007-01-17,0,CINMS,OTHBRO
Otter Harbor,2007-05-20,0,CINMS,OTHBRO
Otter Harbor,2008-01-19,0,CINMS,OTHBRO
Otter Harbor,2008-05-10,0,CINMS,OTHBRO
Otter Harbor,2009-01-22,0,CINMS,OTHBRO
Otter Harbor,2009-04-04,0,CINMS,OTHBRO
Otter Harbor,2009-11-13,0,CINMS,OTHBRO
Otter Harbor,2010-04-21,0,CINMS,OTHBRO
Otter Harbor,2010-12-04,0,CINMS,OTHBRO
Otter Harbor,2011-12-07,0,CINMS,OTHBRO
Otter Harbor,2012-03-19,0,CINMS,OTHBRO
Otter Harbor,2013-01-08,0.75,CINMS,OTHBRO
Otter Harbor,2013-03-08,0,CINMS,OTHBRO
Otter Harbor,2014-01-14,0,CINMS,OTHBRO
Otter Harbor,2014-03-25,0,CINMS,OTHBRO
Otter Harbor,2014-12-04,0,CINMS,OTHBRO
Prisoners Harbor,2002-11-05,0,CINMS,OTHBRO
Prisoners Harbor,2003-03-24,0,CINMS,OTHBRO
Prisoners Harbor,2003-12-05,0,CINMS,OTHBRO
Prisoners Harbor,2004-03-29,0.24,CINMS,OTHBRO
Prisoners Harbor,2004-11-11,0,CINMS,OTHBRO
Prisoners Harbor,2005-03-07,0,CINMS,OTHBRO
Prisoners Harbor,2005-10-14,0.2,CINMS,OTHBRO
Prisoners Harbor,2006-12-17,0,CINMS,OTHBRO
Prisoners Harbor,2007-03-25,0,CINMS,OTHBRO
Prisoners Harbor,2008-03-17,0,CINMS,OTHBRO
Prisoners Harbor,2008-12-09,0.04,CINMS,OTHBRO
Prisoners Harbor,2009-04-30,0,CINMS,OTHBRO
Prisoners Harbor,2009-11-01,0,CINMS,OTHBRO
Prisoners Harbor,2010-03-23,0,CINMS,OTHBRO
Prisoners Harbor,2010-11-17,0,CINMS,OTHBRO
Prisoners Harbor,2012-01-06,0,CINMS,OTHBRO
Prisoners Harbor,2012-05-12,0,CINMS,OTHBRO
Prisoners Harbor,2012-12-09,0,CINMS,OTHBRO
Prisoners Harbor,2013-03-22,0,CINMS,OTHBRO
Prisoners Harbor,2013-10-31,0,CINMS,OTHBRO
Prisoners Harbor,2014-04-11,0,CINMS,OTHBRO
Prisoners Harbor,2014-11-18,0,CINMS,OTHBRO
Prisoners Harbor,2016-01-19,0.04,CINMS,OTHBRO
S Frenchys Cove,2003-01-27,0,CINMS,OTHBRO
S Frenchys Cove,2003-05-20,0,CINMS,OTHBRO
S Frenchys Cove,2004-01-19,0,CINMS,OTHBRO
S Frenchys Cove,2004-06-07,0,CINMS,OTHBRO
